Tanggal,Resi Retur,DN,Resi Original,SKU,IMEI,Sloc,Doc Sanggahan,Update Case,KETERANGAN,Doc Handover,NO HO,Link Video Sanggahan,Status,Nama Packer,Status Print,Tgl & Jam Packing,catatan
,,Tidak ditemukan,TG3549741433,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi casing hp,,Tidak ditemukan,50,D01_20251124161757.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6059597445,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit tidak segel,,Tidak ditemukan,210,D03_20251007152842.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6140649621,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,"done submit, tidak segel",,Tidak ditemukan,1,D02_20251021095829.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3548047838,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi sabun,,Tidak ditemukan,554,D01_20251201103222.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3546309339,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi botol parfum,,Tidak ditemukan,52,D01_20251202102237.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3541249437,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. paket kosong,,Tidak ditemukan,299,D01_20251202163138.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3541868732,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,box kosong. box kosong,,Tidak ditemukan,19,D04_20251201132712.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6503092313,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi parfum,,Tidak ditemukan,88,D03_20251206095810.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3541861241,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. box kosong / unit hilang,,Tidak ditemukan,328,D02_20251203163301.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3544449845,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,"done submit. menerima Smart 9, pesan Smart 10",,Tidak ditemukan,278,D03_20251210160617.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6346129964,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tdk segel + SN sudah aktif,,Tidak ditemukan,66,D06_20251117144323.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3547890945,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi air mineral gelas,,Tidak ditemukan,171,D01_20251203140822.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6539709172,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi batu,,Tidak ditemukan,15,D01_20251210132703.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3540946337,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.tidak segel,,Tidak ditemukan,104,D01_20251129135232.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3549849937,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.tidak segel,,Tidak ditemukan,35,D02_20251202171129.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3547380359,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,"done submit,pesan type smart 10, yang diterima note 40",,Tidak ditemukan,2,D02_20251212081706.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3546452359,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi keramik,,Tidak ditemukan,290,D04_20251214094606.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3548423748,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.box kosong,,Tidak ditemukan,264,D03_20251206130230.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3549128732,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi box vivo,,Tidak ditemukan,690,D01_20251201152123.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6441064527,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi batu,,Tidak ditemukan,131,D02_20251129162037.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3544713547,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi areng,,Tidak ditemukan,196,D03_20251206125352.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3545325656,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi tidak lengkap,,Tidak ditemukan,201,D01_20251217103842.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3545621754,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tdk segel,,Tidak ditemukan,351,D03_20251212135200.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6467147666,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. box rusak,,Tidak ditemukan,185,D02_20251202135614.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6450750744,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. box rusak,,Tidak ditemukan,106,D01_20251201173329.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3548409248,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit isi batang kayu,,Tidak ditemukan,86,D01_20251211104546.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3540995841,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi batu,,Tidak ditemukan,71,D01_20251208165403.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3547440053,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi teh pucuk,,Tidak ditemukan,95,D03_20251211164041.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3547217553,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,"done submit. pesan Smart 10, yang diterima Smart 9",,Tidak ditemukan,282,D01_20251217143924.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3549597853,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,"done submit. pesan Smart 10, yang diterima Hot 60i",,Tidak ditemukan,376,D01_20251217141240.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3532419010,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi garam,,Tidak ditemukan,91,sudah lewat masa penyimpanan,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3545671044,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi batu,,Tidak ditemukan,134,D02_20251204135539.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3540301457,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi part motor bekas,,Tidak ditemukan,255,D06_20251213141520.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3544614156,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done daily.layar bergaris-garis hitam,,Tidak ditemukan,234,WhatsApp Video 2025-12-24 at 00.02.55.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3545294059,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done daily.slot sim card tidak bisa dibuka,,Tidak ditemukan,21,WhatsApp Video 2025-12-24 at 00.02.30.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3540842955,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. box penyok,,Tidak ditemukan,503,D02_20251215204107.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6605612391,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi garam,,Tidak ditemukan,127,D01_20251217160932.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3543232962,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi batu,,Tidak ditemukan,92,D04_20251222160128.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6451902328,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. box rusak,,Tidak ditemukan,459,D02_20251201194236.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6630283752,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi oli,,Tidak ditemukan,293,D04_20251222094932.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3544691852,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. Isi Aksesoris Sepeda,,Tidak ditemukan,138,D04_20251222094932.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3549257659,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tdk segel,,Tidak ditemukan,79,D04_20251217172209.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3547254062,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. box kosong,,Tidak ditemukan,86,D01_20251217144258.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3541347858,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. tidak segel,,Tidak ditemukan,303,D04_20251223134518.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6658460198,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi vitamin,,Tidak ditemukan,304,D04_20260124141632.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3546442166,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi pore vacuum,,Tidak ditemukan,239,D04_20260122184910.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6341706057,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi batu,,Tidak ditemukan,156,D04_20251117134320.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6454935037,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.pecahan genteng,,Tidak ditemukan,226,D04_20251201181048.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6447674187,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi batu,,Tidak ditemukan,85,D02_20251201174709.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6500264187,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi sampah,,Tidak ditemukan,9,D02_20251206152009.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6287082365,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.box oppo,,Tidak ditemukan,22,D01_20251110130752.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6444154396,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.box saja tanpa hp,,Tidak ditemukan,307,D01_20251201182959.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6557070444,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi air mineral,,Tidak ditemukan,258,D03_20251211174315.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3546334761,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.box kosong,,Tidak ditemukan,200,D01_20251223140620.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3545841963,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tdk segel,,Tidak ditemukan,344,D01_20251220143805.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3541760561,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi batu,,Tidak ditemukan,53,WhatsApp Video 2025-12-29 at 21.36.50.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3544324561,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi pecahan genteng,,Tidak ditemukan,94,D04_20251223134944.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6501663024,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.box rusak,,Tidak ditemukan,279,D01_20251206141836.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6549571853,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.box rusak,,Tidak ditemukan,164,D03_20251210162639.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3549386262,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.tidak segel,,Tidak ditemukan,208,D01_20251226135628.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3548853952,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi shampoo,,Tidak ditemukan,32,D04_20251215152049.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3548397061,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi sabun mandi,,Tidak ditemukan,528,D02_20251226195421.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3540586162,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi pembersi kaca,,Tidak ditemukan,135,D01_20251226170522.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3542158964,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi Speaker Bluetooth,,Tidak ditemukan,74,D01_20251227111606.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6522296494,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. kembali 1 unit pn X6725C-SLV-128/8,,Tidak ditemukan,133,D02_20251209103614_001.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3541996360,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.box rusak,,Tidak ditemukan,207,D02_20251226135040.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3546846162,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.box rusak,,Tidak ditemukan,76,D02_20251226141217.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6527123674,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.box rusak,,Tidak ditemukan,100,D01_20251209095148.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6563221683,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.box rusak,,Tidak ditemukan,32,D03_20251214132443.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3545260670,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.box rusak,,Tidak ditemukan,244,D04_20251229134626.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3546224964,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.box rusak,,Tidak ditemukan,291,D01_20251223160842.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3549561960,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done daily. resi yang diterima,,Tidak ditemukan,68,D01_20251219164530.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3543296162,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi batu,,Tidak ditemukan,584,D02_20251226173555.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3541786965,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi batu,,Tidak ditemukan,31,D06_20251226170522.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3541149269,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi vitamin,,Tidak ditemukan,247,D01_20251229134206.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3545847439,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. penyok,,Tidak ditemukan,296,D01_20251201113220.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3540602543,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. box rusak,,Tidak ditemukan,287,D01_20251204155835.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6644249276,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. box rusak,,Tidak ditemukan,736,D06_20251222195615.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3548374561,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tdk segel,,Tidak ditemukan,285,D03_20251223154217.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3547850058,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done daily. SN yang diterima,,Tidak ditemukan,117,D03_20251212191418.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3547008266,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi tank,,Tidak ditemukan,210,D06_20251227132931.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,NJVTT06225279552,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi body toner,,Tidak ditemukan,1,D02_20251219142859.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3545045874,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,"done submit.pesan Hot 60 pro, yang diterima Hot 60i",,Tidak ditemukan,24,D02_20260102170253.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3543500862,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submitbox rusak,,Tidak ditemukan,80,D06_20251219142451.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3540120171,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. box rusak,,Tidak ditemukan,435,D02_20251229152147.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3544679064,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi batu,,Tidak ditemukan,577,D01_20251229111616.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6580392679,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi batu,,Tidak ditemukan,166,D03_20251215131448.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,SPXID05718006066C,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tidak segel,,Tidak ditemukan,11,D01_20251224135203.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,SPXID05872617655C,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tidak segel,,Tidak ditemukan,26,D01_20251224132415.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3548471274,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. user menerima beda warna,,Tidak ditemukan,34,D04_20251230115453.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6699973093,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.bad unit tdk segel,,Tidak ditemukan,54,D06_20251229102426.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6667442352,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tdk segel,,Tidak ditemukan,57,D01_20251224163107.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3547120466,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done daily.SN yang diterima,,Tidak ditemukan,111,D04_20251219134347.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,SPXID05023149927C,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.paket kosong,,Tidak ditemukan,74,D01_20251222091113.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3540538164,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done daily.resi yang diterima,,Tidak ditemukan,207,D02_20251227132414.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3547910482,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi botol parfum box vivo,,Tidak ditemukan,169,D04_20260107110150.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3548411980,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi magnet charger,,Tidak ditemukan,397,D03_20260107155757.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3549409178,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi olay regenerist,,Tidak ditemukan,323,D01_20260106143457.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3547837062,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done daily.resi yang diterima,,Tidak ditemukan,146,D01_20251226205756.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6673181476,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done daily.resi yang diterima,,Tidak ditemukan,38,D01_20251226160600.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3542506460,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done daily.resi yang diterima,,Tidak ditemukan,327,D01_20251226174850.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6706723191,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.tidak segel,,Tidak ditemukan,57,D06_20251230134426.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3541115062,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.box rusak,,Tidak ditemukan,3,D06_20251224142825.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6645030320,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.box rusak,,Tidak ditemukan,585,D01_20251222171439.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3548192786,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.kotak kosong,,Tidak ditemukan,330,D04_20260109143459.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,SPXID05840959963C,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi susu estafet,,Tidak ditemukan,4,D02_20251224170648.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6656681710,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.tidak segel,,Tidak ditemukan,13,D04_20251223101108.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6601866885,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.tidak segel,,Tidak ditemukan,188,D01_20251217170134.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3540405180,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.paket kosong,,Tidak ditemukan,145,D03_20260112195142.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6700283834,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.box rusak,,Tidak ditemukan,289,D04_20251229140536.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6700383788,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi keramik,,Tidak ditemukan,145,D01_20251230101527.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3549819271,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi minuman golda,,Tidak ditemukan,205,D02_20260106134136.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3547144084,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi amplas bulat,,Tidak ditemukan,332,D03_20260112192418.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3547411585,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit.isi cuka apel,,Tidak ditemukan,394,D01_20260108141530.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
